@churn reason,@customers/revenue,@Lost/gain,@service_type,@symbol,@symcol survey,@Tree tooltip,Age,Age (bin),Age (group),Button_count,Button_revenue,Churn Category,Churn Reason,City,Contract,Customer ID,Customer Status,Customer Status (group),Device Protection Plan,dispaly,dispaly 2,dummy,Gender,Internet Service,Internet Type,Married,Monthly Charge (group),Multiple Lines,Offer,Online Backup,Online Security,Paperless Billing,Payment Method,Phone Service,Premium Tech Support,state,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months (bin),Unlimited Data,value,Zip Code,@ total revenue,@1.avg purchase value,@2.APFR,@3.Avg CV,@4.ACL,@5.CLTV,@churn  revenue label,@Churned revenue,@churned_revenure,@joined revenue label,@joined&stayed_revenure,@monthly charge LTV,@new customer,#NAME?,@tenure_LTV,@Total Revenue in 1-year,Avg monthly charge,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Avg Revenue per month,Latitude,Longitude,min,Monthly charg_cal,Monthly Charge,Number of Dependents,Number of Referrals,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,zero
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,58,56,55-64,TRUE,FALSE,Attitude,Attitude of support person,Newport Coast,One Year,2659-VXMWZ,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,Offer A,Yes,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,92657,0.00944118,111.6731343,12,1340.077612,5.583333333,7482.1,,$0.01M,9441.18,,,111.6731343,0,,12,1340.077612,140.9131343,21,29.24,140.9131343,33.603282,-117.821841,-1,111.6731343,111.3,0,0,67,7482.1,0,1959.08,0,9441.18,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,43,40,35-44,TRUE,FALSE,Dissatisfaction,Network reliability,Gualala,One Year,2408-TZMJL,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,Offer B,Yes,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,95445,0.00778794,109.2889831,12,1311.467797,4.916666667,6448.05,,$0.01M,7787.94,,,109.2889831,0,,12,1311.467797,131.9989831,26,22.71,131.9989831,38.848082,-123.50608,-1,109.2889831,110.15,0,1,59,6448.05,0,1339.89,0,7787.94,0
Competitor offered higher download speeds,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,31,24,25-34,TRUE,FALSE,Competitor,Competitor offered higher download speeds,Mckinleyville,One Year,2889-FPWRM,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,Yes,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,6 & more,Yes,High Monthly charge & Longer Tenure,95519,0.01119544,120.6222222,12,1447.466667,6,8684.8,,$0.01M,11195.44,,,120.6222222,0,,12,1447.466667,155.4922222,8,34.87,155.4922222,40.965011,-124.015255,-1,120.6222222,117.8,0,1,72,8684.8,0,2510.64,0,11195.44,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,63,56,55-64,TRUE,FALSE,Competitor,Competitor made better offer,San Diego,Two Year,1527-SXDPN,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,4-<5,No,High Monthly charge & Longer Tenure,92109,0.00753293,95.96634615,12,1151.596154,4.333333333,4990.25,,$0.01M,7532.93,,,95.96634615,0,,12,1151.596154,144.8640385,26,46.59,144.8640385,32.787836,-117.232376,-1,95.96634615,96.25,0,1,52,4990.25,120,2422.68,0,7532.93,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,56,56,55-64,TRUE,FALSE,Dissatisfaction,Product dissatisfaction,Smith River,Two Year,5458-CQJTA,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,DSL,Married,$60 to < $75,No,Offer B,No,Yes,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,95567,0.0074507,74.15615385,12,889.8738462,5.416666667,4820.15,,$0.01M,7450.7,,,74.15615385,0,,12,889.8738462,114.6261538,30,40.47,114.6261538,41.950683,-124.097094,-1,74.15615385,74.8,0,1,65,4820.15,0,2630.55,0,7450.7,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,69,64,65>,TRUE,FALSE,Attitude,Attitude of service provider,Santa Barbara,Two Year,5440-FLBQG,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,Offer A,Yes,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,No,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,93110,0.01069092,106.0608696,12,1272.730435,5.75,7318.2,,$0.01M,10690.92,,,106.0608696,0,,12,1272.730435,154.9408696,4,48.88,154.9408696,34.437945,-119.77191,-1,106.0608696,108.4,0,1,69,7318.2,0,3372.72,0,10690.92,0
Competitor offered higher download speeds,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,60,56,55-64,TRUE,FALSE,Competitor,Competitor offered higher download speeds,Elk Grove,Two Year,3259-FDWOY,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,Offer A,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95758,0.01108484,108.784507,12,1305.414085,5.916666667,7723.7,,$0.01M,11084.84,,,108.784507,0,,12,1305.414085,156.124507,12,47.34,156.124507,38.35363,-121.44195,-1,108.784507,106,0,3,71,7723.7,0,3361.14,0,11084.84,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,47,40,45-54,TRUE,FALSE,Price,Lack of affordable download/upload speed,Sacramento,Two Year,8809-RIHDD,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,6 & more,Yes,High Monthly charge & Longer Tenure,95827,0.00759369,102.3979167,12,1228.775,6,7372.65,,$0.01M,7593.69,,,102.3979167,0,,12,1228.775,105.4679167,23,3.07,105.4679167,38.549185,-121.328386,-1,102.3979167,103.4,0,1,72,7372.65,0,221.04,0,7593.69,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,26,24,25-34,TRUE,FALSE,Competitor,Competitor had better devices,Santa Monica,Two Year,3192-NQECA,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,Offer A,Yes,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,90403,0.00861757,111.9389706,12,1343.267647,5.666666667,7611.85,,$0.01M,8617.57,,,111.9389706,0,,12,1343.267647,126.7289706,47,14.79,126.7289706,34.031529,-118.491156,-1,111.9389706,110,0,4,68,7611.85,0,1005.72,0,8617.57,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,49,48,45-54,TRUE,FALSE,Price,Price too high,Waterford,Two Year,4355-HBJHH,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,DSL,Married,$75 to < $90,Yes,None,No,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,95386,0.00815899,79.00597015,12,948.0716418,5.583333333,5293.4,,$0.01M,8158.99,,,79.00597015,0,,12,948.0716418,121.7759701,3,42.77,121.7759701,37.669516,-120.626964,-1,79.00597015,79.7,0,0,67,5293.4,0,2865.59,0,8158.99,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,48,48,45-54,TRUE,FALSE,Price,Extra data charges,Santa Paula,Two Year,5271-YNWVR,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,Offer A,Yes,Yes,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,93060,0.00946556,115.5294118,12,1386.352941,5.666666667,7856,,$0.01M,9465.56,,,115.5294118,0,,12,1386.352941,139.1994118,22,23.67,139.1994118,34.402343,-119.094824,-1,115.5294118,113.15,0,1,68,7856,0,1609.56,0,9465.56,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,39,32,35-44,TRUE,FALSE,Competitor,Competitor made better offer,Walnut Creek,Month to Month,8818-XYFCQ,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,<$15,Yes,Offer C,No,Yes,Yes,Credit Card,Yes,No,California,Yes,Yes,Yes,2 to <3,No,High Monthly charge & Longer Tenure,94598,0.00435307,100.1453125,12,1201.74375,2.666666667,3204.65,,$0.00M,4353.07,,,100.1453125,0,,12,1201.74375,136.0334375,26,33.57,136.0334375,37.916648,-122.008483,-1,100.1453125,-8,0,1,32,3204.65,110,1074.24,35.82,4353.07,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,71,64,65>,TRUE,FALSE,Dissatisfaction,Service dissatisfaction,Thousand Oaks,Month to Month,5389-FFVKB,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$75 to < $90,No,None,No,No,Yes,Credit Card,Yes,No,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,91360,0.00254961,77.5953125,12,931.14375,2.666666667,2483.05,,$0.00M,2549.61,,,77.5953125,0,,12,931.14375,79.6753125,25,2.08,79.6753125,34.214054,-118.88109,-1,77.5953125,80.3,0,1,32,2483.05,0,66.56,0,2549.61,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,52,48,45-54,TRUE,FALSE,Attitude,Attitude of support person,Jackson,Month to Month,3647-GMGDH,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,None,No,No,Yes,Credit Card,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,95642,0.0027465,87.04090909,12,1044.490909,1.833333333,1914.9,,$0.00M,2746.5,,,87.04090909,0,,12,1044.490909,124.8409091,15,37.8,124.8409091,38.336216,-120.76901,-1,87.04090909,94.7,0,7,22,1914.9,0,831.6,0,2746.5,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,47,40,45-54,TRUE,FALSE,Dissatisfaction,Product dissatisfaction,Santa Cruz,Month to Month,8417-FMLZI,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$75 to < $90,No,None,Yes,No,Yes,Credit Card,Yes,No,California,Yes,Yes,No,<1,Yes,Low Monthly charge & Shorter Tenure,95060,0.00063901,79.59166667,6,477.55,0.5,238.775,,$0.00M,639.01,,,79.59166667,0,,6,477.55,106.5016667,6,26.91,106.5016667,36.993451,-122.098858,-1,79.59166667,83.55,0,1,6,477.55,0,161.46,0,639.01,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,71,64,65>,TRUE,FALSE,Price,Extra data charges,Fairfield,Month to Month,2632-UCGVD,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,Yes,Credit Card,Yes,Yes,California,Yes,No,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,94533,0.010162,104.119697,12,1249.436364,5.5,6871.9,,$0.01M,10162,,,104.119697,0,,12,1249.436364,153.969697,14,49.85,153.969697,38.287136,-122.02711,-1,104.119697,100.05,0,6,66,6871.9,0,3290.1,0,10162,0
Competitor offered more data,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,74,72,65>,TRUE,FALSE,Competitor,Competitor offered more data,Los Gatos,Month to Month,7029-RPUAV,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Cable,Married,$90 to < $105,Yes,None,No,No,Yes,Credit Card,Yes,No,California,Yes,No,Yes,1 to <2,Yes,High Monthly charge & Shorter Tenure,95030,0.00210151,95.43823529,12,1145.258824,1.416666667,1622.45,,$0.00M,2101.51,,,95.43823529,0,,12,1145.258824,123.6182353,16,28.18,123.6182353,37.222842,-121.988727,-1,95.43823529,100.45,0,1,17,1622.45,0,479.06,0,2101.51,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,79,72,65>,TRUE,FALSE,Competitor,Competitor had better devices,Santa Barbara,Month to Month,1587-FKLZB,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer A,No,No,Yes,Credit Card,Yes,No,California,Yes,No,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,93101,0.00872691,103.3659091,12,1240.390909,5.5,6822.15,,$0.01M,8726.91,,,103.3659091,0,,12,1240.390909,132.2259091,25,28.86,132.2259091,34.419203,-119.710008,-1,103.3659091,99.5,0,1,66,6822.15,0,1904.76,0,8726.91,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,65,64,65>,TRUE,FALSE,Dissatisfaction,Product dissatisfaction,San Lucas,Month to Month,5373-SFODM,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$75 to < $90,Yes,None,No,No,Yes,Credit Card,Yes,No,California,Yes,Yes,No,3 to <4,Yes,Low Monthly charge & Longer Tenure,93954,0.00401619,87.02083333,12,1044.25,3,3132.75,,$0.00M,4016.19,,,87.02083333,0,,12,1044.25,111.5608333,5,24.54,111.5608333,36.125529,-120.864443,-1,87.02083333,85.25,0,1,36,3132.75,0,883.44,0,4016.19,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,33,32,25-34,TRUE,FALSE,Attitude,Attitude of support person,San Francisco,Month to Month,9600-UDOPK,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer C,No,No,Yes,Credit Card,Yes,No,California,Yes,Yes,Yes,2 to <3,Yes,High Monthly charge & Longer Tenure,94117,0.00318145,95.54833333,12,1146.58,2.5,2866.45,,$0.00M,3181.45,,,95.54833333,0,,12,1146.58,106.0483333,22,10.5,106.0483333,37.770533,-122.445121,-1,95.54833333,94.05,0,1,30,2866.45,0,315,0,3181.45,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,28,24,25-34,TRUE,FALSE,Competitor,Competitor had better devices,Somes Bar,Month to Month,3838-OZURD,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,Offer A,Yes,No,Yes,Credit Card,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95568,0.00761373,108.0795455,12,1296.954545,5.5,7133.25,,$0.01M,7613.73,,,108.0795455,0,,12,1296.954545,115.3595455,51,7.28,115.3595455,41.444606,-123.471895,-1,108.0795455,105,0,0,66,7133.25,0,480.48,0,7613.73,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,78,72,65>,TRUE,FALSE,Attitude,Attitude of service provider,Lakewood,Month to Month,6502-HCJTI,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,Yes,Yes,Yes,Credit Card,Yes,No,California,Yes,Yes,No,<1,Yes,High Monthly charge & Shorter Tenure,90712,0.000741,96.15714286,7,673.1,0.583333333,392.6416667,,$0.00M,741,,,96.15714286,0,,7,673.1,105.8571429,17,9.7,105.8571429,33.840524,-118.148403,-1,96.15714286,94.7,0,0,7,673.1,0,67.9,0,741,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,79,72,65>,TRUE,FALSE,Attitude,Attitude of support person,Big Pine,Month to Month,5287-QWLKY,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,Yes,Yes,Credit Card,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,93513,0.01071896,106.3112676,12,1275.735211,5.916666667,7548.1,,$0.01M,10718.96,,,106.3112676,0,,12,1275.735211,150.9712676,8,44.66,150.9712676,37.245505,-118.062943,-1,106.3112676,105.1,0,1,71,7548.1,0,3170.86,0,10718.96,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,31,24,25-34,TRUE,FALSE,Competitor,Competitor made better offer,San Diego,One Year,6481-OGDOO,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,Offer A,Yes,Yes,Yes,Credit Card,Yes,No,California,Yes,Yes,No,5 to <6,Yes,Low Monthly charge & Longer Tenure,92129,0.0081164,90.39029851,12,1084.683582,5.583333333,6056.15,,$0.01M,8116.4,,,90.39029851,0,,12,1084.683582,121.1402985,5,30.75,121.1402985,32.961064,-117.134917,-1,90.39029851,90.6,0,1,67,6056.15,0,2060.25,0,8116.4,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,20,16,<25,TRUE,FALSE,Dissatisfaction,Network reliability,Calistoga,One Year,2157-MXBJS,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Cable,Married,$75 to < $90,Yes,Offer D,No,No,Yes,Credit Card,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,94515,0.00152531,76.11153846,12,913.3384615,1.083333333,989.45,,$0.00M,1525.31,,,76.11153846,0,,12,913.3384615,117.3315385,82,41.22,117.3315385,38.629618,-122.593216,-1,76.11153846,75.3,0,1,13,989.45,0,535.86,0,1525.31,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,42,40,35-44,TRUE,FALSE,Price,Price too high,Tuolumne,One Year,4789-KWMXN,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,Offer B,No,Yes,Yes,Credit Card,Yes,Yes,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,95379,0.00616481,112.2510638,12,1347.012766,3.916666667,5275.8,,$0.01M,6164.81,,,112.2510638,0,,12,1347.012766,131.1661702,17,19.02,131.1661702,37.939768,-120.188002,-1,112.2510638,110.85,0,1,47,5275.8,0,893.94,4.93,6164.81,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,57,56,55-64,TRUE,FALSE,Dissatisfaction,Product dissatisfaction,Lotus,Two Year,7317-GGVPB,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,Offer A,Yes,No,Yes,Credit Card,Yes,Yes,California,Yes,Yes,Yes,5 to <6,No,High Monthly charge & Longer Tenure,95651,0.00811986,108.3225352,12,1299.870423,5.916666667,7690.9,,$0.01M,8119.86,,,108.3225352,0,,12,1299.870423,114.3642254,11,5.76,114.3642254,38.815515,-120.916997,-1,108.3225352,108.6,0,1,71,7690.9,20,408.96,0,8119.86,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,30,24,25-34,TRUE,FALSE,Dissatisfaction,Product dissatisfaction,Venice,Two Year,7762-URZQH,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,No,Yes,Yes,Credit Card,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,90291,0.00853301,105.7780303,12,1269.336364,5.5,6981.35,,$0.01M,8533.01,,,105.7780303,0,,12,1269.336364,129.2880303,52,23.51,129.2880303,33.991782,-118.479229,-1,105.7780303,106.05,0,0,66,6981.35,0,1551.66,0,8533.01,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,54,48,45-54,TRUE,FALSE,Competitor,Competitor had better devices,Acampo,Month to Month,8844-TONUD,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,Offer D,No,No,Yes,Mailed Check,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,95220,0.00175565,89.45,12,1073.4,1.083333333,1162.85,,$0.00M,1755.65,,,89.45,0,,12,1073.4,135.05,11,45.6,135.05,38.200231,-121.235034,-1,89.45,96.65,0,4,13,1162.85,0,592.8,0,1755.65,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,33,32,25-34,TRUE,FALSE,Competitor,Competitor had better devices,Temecula,One Year,6289-CPNLD,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,DSL,Married,$60 to < $75,No,Offer C,No,No,Yes,Mailed Check,Yes,Yes,California,Yes,Yes,Yes,2 to <3,Yes,Low Monthly charge & Longer Tenure,92591,0.00350461,72.88030303,12,874.5636364,2.75,2405.05,,$0.00M,3504.61,,,72.88030303,0,,12,874.5636364,106.200303,4,33.32,106.200303,33.540604,-117.10909,-1,72.88030303,73.9,0,3,33,2405.05,0,1099.56,0,3504.61,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,19,16,<25,TRUE,FALSE,,,San Gabriel,Month to Month,2018-QKYGT,Joined,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$75 to < $90,No,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,No,<1,Yes,Low Monthly charge & Shorter Tenure,91775,0.00011737,81.05,1,81.05,0.083333333,6.754166667,,,,,117.37,81.05,1,117.37,1,81.05,117.37,85,36.32,117.37,34.114772,-118.089431,-1,81.05,81.05,3,1,1,81.05,0,36.32,0,117.37,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,20,16,<25,TRUE,FALSE,,,San Diego,Month to Month,1941-HOSAM,Joined,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,<1,Yes,Low Monthly charge & Shorter Tenure,92101,0.00011443,90.1,1,90.1,0.083333333,7.508333333,,,,,114.43,90.1,1,114.43,1,90.1,114.43,59,24.33,114.43,32.72523,-117.171346,-1,90.1,90.1,3,1,1,90.1,0,24.33,0,114.43,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,38,32,35-44,TRUE,FALSE,,,Dos Palos,Month to Month,5173-WXOQV,Joined,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,DSL,Married,$60 to < $75,No,Offer E,Yes,No,Yes,Credit Card,Yes,Yes,California,Yes,Yes,No,<1,No,Low Monthly charge & Shorter Tenure,93620,0.00018247,71.825,2,143.65,0.166666667,23.94166667,,,,,182.47,71.825,1,182.47,2,143.65,91.235,26,4.41,91.235,37.045728,-120.630682,-1,71.825,64.2,0,2,2,143.65,30,8.82,0,182.47,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,79,72,65>,TRUE,FALSE,,,Los Angeles,One Year,4929-XIHVW,Joined,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,Offer E,No,No,Yes,Credit Card,Yes,No,California,Yes,No,Yes,<1,No,Low Monthly charge & Shorter Tenure,90034,0.00025785,90.825,2,181.65,0.166666667,30.275,,,,,257.85,90.825,1,257.85,2,181.65,128.925,11,33.1,128.925,34.030578,-118.399613,-1,90.825,95.5,0,10,2,181.65,10,66.2,0,257.85,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,56,56,55-64,TRUE,FALSE,,,Carnelian Bay,Month to Month,9469-WEJBT,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,None,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,3 to <4,No,High Monthly charge & Longer Tenure,96140,0.00382793,92.41351351,12,1108.962162,3.083333333,3419.3,,,,,3827.93,92.41351351,0,3827.93,12,1108.962162,103.4575676,22,6.99,103.4575676,39.227434,-120.091806,-1,92.41351351,90.35,0,4,37,3419.3,150,258.63,0,3827.93,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,65,64,65>,TRUE,FALSE,,,Newhall,Month to Month,5439-WIKXB,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,Offer B,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,3 to <4,No,High Monthly charge & Longer Tenure,91321,0.00579631,93.93780488,12,1127.253659,3.416666667,3851.45,,,,,5796.31,93.93780488,0,5796.31,12,1127.253659,141.3734146,2,46.46,141.3734146,34.370378,-118.504118,-1,93.93780488,94.55,0,8,41,3851.45,40,1904.86,0,5796.31,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,25,24,25-34,TRUE,FALSE,,,San Diego,Month to Month,9069-LGEUL,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,DSL,Married,$45 to < $60,No,None,No,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,No,1 to <2,No,Low Monthly charge & Shorter Tenure,92117,0.00160386,61.13043478,12,733.5652174,1.916666667,1406,,,,,1603.86,61.13043478,0,1603.86,12,733.5652174,69.73304348,69,3.67,69.73304348,32.825086,-117.199424,-1,61.13043478,59.95,0,5,23,1406,140,84.41,26.55,1603.86,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,68,64,65>,TRUE,FALSE,,,Chula Vista,Month to Month,2615-YVMYX,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,No,Yes,5 to <6,No,High Monthly charge & Longer Tenure,91915,0.01002544,108.6415493,12,1303.698592,5.916666667,7713.55,,,,,10025.44,108.6415493,0,10025.44,12,1303.698592,141.2033803,19,30.59,141.2033803,32.605012,-116.97595,-1,108.6415493,107.5,0,7,71,7713.55,140,2171.89,0,10025.44,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,62,56,55-64,TRUE,FALSE,,,Miramonte,Month to Month,7994-UYIVZ,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$75 to < $90,Yes,Offer E,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,No,<1,No,Low Monthly charge & Shorter Tenure,93641,0.00104617,82.43125,8,659.45,0.666666667,439.6333333,,,,,1046.17,82.43125,1,1046.17,8,659.45,130.77125,16,39.59,130.77125,36.696759,-119.024051,-1,82.43125,85.65,0,1,8,659.45,70,316.72,0,1046.17,0
